id,nome,email,telefone,endereco,cidade,estado,data_nascimento,valor_compra,categoria_produto,forma_pagamento,status_pedido,data_pedido
3630,Dra. Hadassa Camargo,marcos-vinicius23@example.com,+55 (084) 7997 1328,"Vale João Vitor Aparecida, 64
Bandeirantes
92205898 Nogueira / ES",Alves Verde,AC,2000-07-23,1273.29,Livros,Cartão de Crédito,Entregue,2025-04-20 19:38:28
3631,Sophie Pires,juliaduarte@example.org,71 9958 5539,"Fazenda Rodrigo Cassiano, 47
Pindura Saia
95853375 da Rocha / DF",Teixeira,RJ,2000-07-28,1513.02,Livros,Cartão de Crédito,Entregue,2024-12-03 19:33:53
3632,Anna Liz Novaes,carvalhosarah@example.org,+55 21 9157-1081,"Estação da Paz, 105
Vila Olhos D'água
98984-097 Pinto / AL",Macedo,RS,1958-05-06,346.49,Alimentos,Cartão de Crédito,Entregue,2025-05-02 14:32:28
3633,Srta. Hadassa Souza,oteixeira@example.org,31 6481-8490,"Vereda de Viana, 21
Zilah Sposito
48856937 Ramos / RJ",Albuquerque,CE,1978-10-12,943.73,Móveis,Transferência,Em Processamento,2025-01-05 14:03:16
3634,Eduardo Pereira,nguerra@example.net,21 7507 4356,"Condomínio de Cunha, 26
Varzea Da Palma
53866430 Gomes / BA",Machado,AM,1984-12-12,734.88,Vestuário,PIX,Entregue,2025-06-12 20:16:43
3635,Davi Luiz Lima,beatriz77@example.net,41 4554 8114,"Praia Nogueira, 20
Urca
58999-781 Costela do Campo / PE",das Neves da Serra,RO,1998-01-01,232.86,Móveis,Transferência,Cancelado,2025-03-08 22:27:40
3636,José Pedro Rezende,diogo70@example.org,+55 61 5847 3133,"Viaduto de da Cruz
Pindura Saia
28162-179 Sampaio / CE",Borges,ES,1973-06-29,997.95,Móveis,Boleto,Em Processamento,2025-05-16 19:59:00
3637,Emanuel Caldeira,msa@example.net,+55 81 3445-6738,"Favela Fonseca, 265
Vila Madre Gertrudes 2ª Seção
43707-853 Ribeiro / DF",Melo do Campo,PR,1961-04-06,1845.44,Alimentos,PIX,Em Processamento,2025-05-18 11:39:20
3638,Apollo da Rosa,beniciopastor@example.net,0500-584-0459,"Rodovia de Novais, 88
Vila Da Ária
73989-879 Porto / RO",Porto Paulista,PI,1999-09-02,128.12,Móveis,Boleto,Em Processamento,2025-06-14 14:41:42
3639,André Guerra,ana-ceciliaalves@example.net,0900-411-5161,"Trevo Pastor, 287
Milionario
87514788 Melo / SE",Borges,MG,1971-06-15,618.35,Eletrônicos,Transferência,Entregue,2025-04-05 03:55:25
3640,João Leão,luana09@example.com,+55 (011) 5758-6466,"Estação Fogaça, 7
Flavio De Oliveira
65295-624 Ferreira do Oeste / AM",Sá,SC,2000-12-10,454.7,Livros,PIX,Em Processamento,2024-10-01 01:56:19
3641,Vitor Hugo Cirino,ana-lizcosta@example.com,(051) 3408 7069,"Campo Lívia Costa, 18
Barão Homem De Melo 2ª Seção
02321379 Rios das Pedras / MT",Jesus Grande,AL,2004-05-22,514.39,Livros,Boleto,Concluído,2024-10-04 04:26:53
3642,Maya Souza,enzocavalcante@example.com,(041) 0412 0288,"Campo Luiz Miguel Cassiano, 57
Paulo Vi
17869766 Pinto / BA",Andrade,RO,1971-12-03,1821.45,Alimentos,Transferência,Cancelado,2025-03-27 00:44:32
3643,Clara Nunes,isabelasilveira@example.com,84 8013-6679,"Colônia Francisco Azevedo, 3
Pantanal
19208282 Siqueira do Campo / MA",Cardoso de Novaes,RJ,1960-02-15,962.73,Livros,PIX,Concluído,2024-07-16 17:14:25
3644,Dra. Maria Luiza Vasconcelos,wvieira@example.net,+55 (084) 2324 9055,"Largo de Sampaio, 35
Santa Helena
43506-117 Camargo / AP",Pires de Garcia,DF,1982-08-05,959.28,Eletrônicos,Cartão de Crédito,Cancelado,2024-11-14 19:39:25
3645,Maria Liz Siqueira,juliana47@example.org,71 0580-6637,"Residencial de da Mata, 51
Cidade Nova
67070852 Nascimento Paulista / MT",Fogaça,TO,1964-04-05,1533.12,Alimentos,Cartão de Crédito,Cancelado,2024-12-06 03:53:54
3646,Anthony Gabriel Sá,bpastor@example.net,11 5368 9720,"Residencial Rezende, 2
Piraja
22425-017 Cassiano / TO",Sampaio da Praia,PI,1979-02-17,351.26,Vestuário,Cartão de Crédito,Entregue,2025-02-05 08:58:32
3647,Guilherme Rezende,csampaio@example.net,+55 (031) 9276-1062,"Largo Duarte, 89
Conjunto Califórnia I
14259-236 da Conceição / AM",Montenegro do Campo,MG,1974-12-24,1000.17,Livros,Boleto,Cancelado,2024-06-24 05:02:14
3648,Maria Cecília Rodrigues,theo41@example.com,31 2762-3541,"Jardim de Campos, 377
Aguas Claras
77097438 Carvalho / AM",Barbosa,PI,1956-12-14,888.47,Móveis,Boleto,Cancelado,2024-10-25 03:17:20
3649,Dr. Benicio Sá,fsouza@example.net,+55 (021) 7014 1474,"Favela de Andrade, 21
Juliana
14869-759 Peixoto / ES",Teixeira de Goiás,MS,1965-09-15,1213.98,Eletrônicos,Transferência,Concluído,2024-08-17 05:36:17
3650,Melissa da Mota,gabriellymoraes@example.org,61 8670 2292,"Conjunto de Azevedo, 97
Vila Nova Dos Milionarios
64214087 Siqueira dos Dourados / RR",Barbosa,ES,1974-08-28,1999.14,Eletrônicos,Cartão de Crédito,Cancelado,2025-05-05 09:58:03
3651,Henrique da Cruz,maria-julia67@example.net,+55 31 9745 7363,"Jardim Novaes, 356
Vila Da Luz
88104-553 Novaes / TO",Teixeira da Prata,PE,1960-07-03,1550.43,Livros,Boleto,Em Processamento,2024-12-26 14:31:22
3652,Maria Flor Aparecida,mda-cunha@example.com,51 2022 3437,"Estação Júlia Cavalcanti, 4
Vila Rica
62533-029 Moraes / MT",Aragão,MT,2002-11-09,825.84,Vestuário,Cartão de Crédito,Em Processamento,2024-11-25 11:15:23
3653,Letícia Carvalho,eduardada-mota@example.net,+55 41 1061-4722,"Vale de Caldeira
Madre Gertrudes
12486301 Novaes das Pedras / PR",Cassiano,SP,1965-09-18,1663.73,Móveis,Transferência,Cancelado,2025-02-05 06:56:45
3654,Hellena Leão,maysa52@example.net,+55 51 1687 6927,"Trecho Pereira, 424
Maravilha
14100-870 Sá / RN",Castro do Galho,RJ,1991-11-05,382.88,Vestuário,PIX,Em Processamento,2025-02-16 13:10:28
3655,Apollo da Conceição,thomasfarias@example.net,71 5272 0111,"Vereda de Novaes, 366
Conjunto Lagoa
17954395 da Paz de Goiás / RN",Viana de Caldeira,PB,1980-05-31,109.4,Vestuário,Boleto,Entregue,2024-11-20 12:55:44
3656,João Lucas Fogaça,tabreu@example.org,+55 (041) 0063-2039,"Rodovia Breno Vasconcelos
Cdi Jatoba
99044202 Cavalcanti do Galho / PR",Sousa,SP,1998-10-23,448.67,Livros,Boleto,Em Processamento,2024-12-27 10:33:21
3657,Sr. Pedro Henrique Ferreira,barrosmarcela@example.org,61 1154-2255,"Vereda Monteiro
Das Industrias I
08565-700 Gonçalves / TO",Caldeira,MG,1977-12-31,713.8,Móveis,PIX,Entregue,2024-10-31 00:44:01
3658,Aurora Andrade,rodriguesluna@example.org,11 1445-5642,"Alameda Pacheco, 403
Cabana Do Pai Tomás
51153107 Costa do Sul / RN",Azevedo,AP,1987-07-08,1045.63,Livros,Boleto,Cancelado,2025-05-29 18:56:54
3659,Henry Gabriel da Rosa,moraesayla@example.com,+55 (084) 7923 8778,"Passarela de Câmara
Vila São Gabriel
57510-832 Leão / DF",Pacheco,PA,1951-05-22,1249.5,Livros,Transferência,Entregue,2025-03-17 07:46:12
3660,Beatriz Nunes,juliana02@example.com,31 4618-3273,"Estrada de Fonseca
Vila Satélite
36005-977 Duarte / DF",Barbosa,RN,1997-06-02,1825.68,Eletrônicos,Boleto,Entregue,2024-08-17 17:41:41
3661,Ana Vitória Nogueira,sarahazevedo@example.net,+55 31 8014 2188,"Parque Valentim Pereira
Vila Boa Vista
58918059 Machado / CE",Fonseca,AP,1989-01-23,1044.22,Livros,Boleto,Cancelado,2024-07-27 14:09:08
3662,Maria Alice Siqueira,araujoian@example.com,+55 11 1361-1718,"Praia de Gomes, 1
Cinquentenário
79583-097 Santos / GO",Freitas Alegre,BA,1984-10-29,1027.49,Alimentos,PIX,Cancelado,2024-10-26 15:09:53
3663,Bruna Sousa,fernandoda-mata@example.net,0900 010 9818,"Via João Vitor Moraes, 48
Nova Pampulha
82899-217 Aragão / MS",Nunes,AL,2005-03-07,147.97,Móveis,Transferência,Entregue,2025-05-02 01:51:14
3664,Sr. Nicolas Mendonça,carvalhoeloah@example.net,(011) 4183-2134,"Alameda Rodrigo Castro, 985
Bairro Das Indústrias Ii
20396-939 Nogueira / SE",Ribeiro do Campo,TO,1985-08-06,118.08,Eletrônicos,Cartão de Crédito,Concluído,2024-11-22 23:38:30
3665,Maria Luiza Souza,maria-vitoriarodrigues@example.org,+55 (071) 6629-7820,"Praia Duarte, 14
Carmo
32644-595 Pereira da Prata / SC",Moraes,RJ,1974-11-23,1124.76,Móveis,Cartão de Crédito,Cancelado,2024-12-08 08:09:23
3666,Anthony Almeida,camila37@example.com,+55 61 2463 3927,"Passarela Garcia, 1
Vila Havaí
35798-608 Sales / GO",Cassiano,RR,1978-11-12,904.45,Eletrônicos,PIX,Cancelado,2024-07-08 12:48:31
3667,Beatriz Montenegro,mlima@example.net,41 9506-1469,"Chácara de da Rosa
Concórdia
95079-723 Costela / MG",Novais do Campo,AP,1991-04-13,1686.4,Alimentos,Transferência,Concluído,2024-08-18 16:50:37
3668,José Miguel Montenegro,ravi-lucca60@example.com,(061) 7792-8323,"Recanto de Porto, 73
São Geraldo
34721198 Garcia / MA",Fonseca,AM,1997-11-06,363.33,Livros,PIX,Em Processamento,2024-11-23 14:51:49
3669,Ana Julia Monteiro,portoryan@example.org,+55 (081) 5129 4191,"Aeroporto Emanuella Pinto, 505
Mineirão
16203-191 Vargas / BA",Cardoso da Praia,AP,1968-10-31,98.69,Eletrônicos,PIX,Concluído,2024-10-06 21:58:56
3670,Luan Jesus,jesusmaria-isis@example.com,+55 41 6195 6150,"Via Casa Grande, 77
Vila Independencia 1ª Seção
04559308 Pinto Paulista / AM",Pereira,PR,1994-10-03,925.63,Eletrônicos,Cartão de Crédito,Em Processamento,2024-09-01 20:06:20
3671,Luiz Otávio Leão,mcarvalho@example.com,(041) 3472-2033,"Travessa de Pastor, 365
Tres Marias
31081-387 Borges / SE",Rocha de da Costa,PE,1999-03-17,513.08,Eletrônicos,Transferência,Concluído,2025-01-22 23:53:41
3672,Ágatha Sampaio,novaisaylla@example.com,+55 (031) 4328-0451,"Esplanada de da Costa, 72
Vila Madre Gertrudes 4ª Seção
50451876 Fonseca da Serra / MT",Gomes do Norte,AM,1993-11-10,146.75,Alimentos,Transferência,Entregue,2024-12-09 08:30:36
3673,Fernando Rezende,vasconcelosmatheus@example.net,21 1067-9947,"Residencial Ramos, 48
Vila Santo Antônio Barroquinha
60047-511 da Mata / MS",Carvalho da Praia,MT,1963-03-16,1462.97,Móveis,PIX,Cancelado,2024-10-03 19:32:58
3674,Agatha Fonseca,maria-vitoriada-mota@example.com,(071) 0712-8252,"Sítio de da Rocha, 21
Santa Maria
12054340 Dias Paulista / GO",Jesus de Pinto,MT,1955-01-16,267.61,Alimentos,Cartão de Crédito,Concluído,2025-02-19 02:12:57
3675,Ísis Machado,aliciada-cunha@example.com,0300 775 4756,"Viaduto de Casa Grande, 34
Paquetá
29046-565 Costela do Sul / CE",da Mota,RO,1977-05-18,1236.22,Eletrônicos,Transferência,Cancelado,2024-10-17 09:05:24
3676,Lavínia Silveira,joao-pedro43@example.org,(084) 5409-2656,"Loteamento Melo, 8
Alto Das Antenas
27097207 Peixoto Grande / AM",Almeida de Cassiano,MS,1986-01-02,598.05,Eletrônicos,PIX,Em Processamento,2024-10-06 21:26:57
3677,Gabrielly Nunes,valmeida@example.com,+55 81 4920-9620,"Núcleo de Moura, 64
Vila Califórnia
73844-696 Costela / MT",Cirino do Sul,PB,1965-01-24,388.32,Livros,Boleto,Entregue,2025-02-06 16:49:36
3678,Gabrielly Nogueira,costelalevi@example.com,+55 (061) 1933 6881,"Parque Novais, 82
Jonas Veiga
75252-000 Rezende da Praia / SE",Duarte de da Paz,AL,1985-03-02,790.52,Alimentos,Cartão de Crédito,Cancelado,2025-02-13 14:15:38
3679,José Pedro Rodrigues,da-cruzisaque@example.net,(084) 7538 9660,"Núcleo de Macedo, 70
Zilah Sposito
17215078 Nunes / TO",Vargas da Mata,SE,2006-01-05,1612.82,Alimentos,Transferência,Concluído,2025-05-15 05:11:59
3680,Sra. Maria Eduarda da Cunha,juan73@example.org,+55 (061) 0190 5187,"Vila de Guerra, 56
Marieta 1ª Seção
89512473 Siqueira / MT",Viana,RS,1976-12-07,814.58,Vestuário,Transferência,Concluído,2025-04-05 04:55:24
3681,Alexandre Pacheco,lcamargo@example.net,(051) 4734-7121,"Estrada Sampaio, 72
Tres Marias
31804-840 Nunes de Correia / RR",Porto,AC,1996-02-10,1514.0,Móveis,Transferência,Entregue,2024-06-29 23:29:28
3682,Ana Luiza Alves,diasdavi-luiz@example.org,+55 61 6344 0405,"Morro Erick Marques, 30
Vila São Dimas
03507142 Rodrigues Grande / RR",Macedo de Cavalcanti,AC,1968-04-15,294.7,Vestuário,Cartão de Crédito,Em Processamento,2024-09-09 23:23:52
3683,Hellena Pimenta,laisda-rocha@example.net,0300-511-1107,"Distrito da Mota, 65
Copacabana
04244256 Rezende / MS",Aragão da Serra,PE,1947-04-29,1556.9,Vestuário,PIX,Entregue,2025-05-31 21:21:59
3684,Cecilia Viana,emanuellyvargas@example.net,84 1178-0045,"Parque Souza, 418
Guaratã
82401974 Lima da Serra / AL",Fogaça,RJ,1975-07-06,512.02,Móveis,Boleto,Entregue,2025-02-23 23:15:06
3685,João Duarte,eduardo07@example.org,(031) 8661-5395,"Rodovia João Vitor Vieira, 7
Vila Satélite
28295-824 Alves / ES",Costa da Praia,AP,1959-01-28,1370.92,Livros,Transferência,Cancelado,2025-03-31 02:38:07
3686,Maria Pires,monteiroraul@example.org,+55 (071) 5337-9079,"Lagoa de Araújo, 20
Santo Antônio
75895507 Machado de Almeida / GO",Dias,BA,1984-05-13,1153.27,Livros,Cartão de Crédito,Em Processamento,2025-05-10 06:12:02
3687,Sofia Duarte,agatha94@example.com,+55 51 2146 3666,"Área de Cunha, 21
Mariquinhas
45949552 Fogaça Paulista / SE",Rocha de Minas,SP,2006-09-14,1861.83,Móveis,Transferência,Entregue,2024-12-01 08:19:07
3688,Davi Miguel da Cruz,da-rosaraquel@example.com,81 7344-5647,"Viaduto Oliver Montenegro, 24
Gutierrez
08808-563 Mendonça do Oeste / RO",Siqueira Paulista,MG,1953-10-20,805.28,Móveis,PIX,Cancelado,2025-03-07 15:22:17
3689,Antônio das Neves,casa-grandedavi-luiz@example.com,(081) 6785 0304,"Núcleo Heloísa Azevedo, 681
Santa Tereza
72900969 Rodrigues / ES",das Neves Paulista,GO,1948-03-09,179.02,Alimentos,Boleto,Cancelado,2024-09-16 20:44:37
3690,Jade Ferreira,manuelaviana@example.net,(081) 3011-1088,"Largo de Dias, 70
Santa Margarida
60580218 Sá / PI",Souza do Amparo,PE,1973-07-16,87.35,Alimentos,Transferência,Em Processamento,2024-12-13 01:08:14
3691,Juliana da Cunha,rmoraes@example.com,0900 669 6080,"Rua Azevedo, 4
Vila Da Amizade
44862830 Pereira das Flores / DF",Moraes,MS,1980-06-21,1662.37,Alimentos,Cartão de Crédito,Em Processamento,2025-01-27 05:35:23
3692,Pietro Marques,diasmarcela@example.net,(071) 5809 6588,"Área Matteo Camargo, 11
Túnel De Ibirité
80100-285 Guerra das Pedras / SE",Machado,AC,1957-09-22,1073.23,Alimentos,PIX,Cancelado,2024-08-11 00:31:14
3693,Cauê Aragão,gustavo-henriqueda-mata@example.org,+55 (081) 5066-8307,"Fazenda Correia, 297
Horto
44965521 Fogaça / MS",Leão do Amparo,AC,1987-11-14,1561.73,Eletrônicos,Boleto,Em Processamento,2024-09-12 10:50:19
3694,Evelyn Sá,ucorreia@example.net,+55 84 5289-3236,"Lago Macedo, 458
Jardim América
82232-636 Carvalho de Rezende / MA",Cunha,RN,2006-07-09,507.13,Eletrônicos,Cartão de Crédito,Cancelado,2024-10-07 00:10:50
3695,Giovanna Freitas,montenegrokamilly@example.org,+55 (021) 9157-6246,"Passarela Diego Rios, 74
Universitário
93111-796 Siqueira / PE",Garcia de da Mota,PA,1949-04-19,722.91,Livros,Transferência,Em Processamento,2024-09-10 07:27:19
3696,Lorenzo Gonçalves,vitoria45@example.com,+55 (084) 6644-7923,"Jardim Aylla Barros, 3
Vila Boa Vista
34617-227 Farias / TO",da Rocha,TO,1987-06-05,108.7,Eletrônicos,Cartão de Crédito,Em Processamento,2024-12-02 02:22:42
3697,Camila Rocha,gcavalcanti@example.org,(084) 3503-4194,"Área Mariah Borges, 3
Lagoa
30379-178 Camargo das Flores / AP",Pimenta do Galho,PA,1981-11-09,1924.91,Eletrônicos,Boleto,Em Processamento,2024-11-11 17:14:25
3698,Maria Flor Moraes,dribeiro@example.com,+55 71 8419-9468,"Vale Albuquerque
Camargos
99472-151 Leão / RN",Pinto,AM,1958-05-25,1352.34,Alimentos,PIX,Concluído,2024-12-03 12:08:36
3699,Alana Lima,ocarvalho@example.net,0800 615 6669,"Trecho de Rodrigues, 3
Grotinha
96323530 Campos da Serra / BA",Câmara,AC,1968-11-09,1869.75,Alimentos,PIX,Em Processamento,2025-06-08 11:27:50
3700,Alexia Rocha,fonsecaigor@example.org,+55 11 8103 3980,"Jardim Maria Cecília Dias
Boa União 1ª Seção
70819675 Câmara / MT",Rocha,AC,1948-03-07,567.72,Móveis,Transferência,Concluído,2024-12-12 22:38:37
3701,Murilo Casa Grande,ccavalcante@example.net,0300-611-6295,"Jardim de Castro, 2
Vila São Rafael
31636160 Teixeira / AL",Moura,BA,2005-06-22,1242.35,Alimentos,Transferência,Cancelado,2024-08-28 21:43:54
3702,Marcelo Guerra,tfernandes@example.org,+55 (041) 3142 3283,"Recanto Cardoso, 76
Novo São Lucas
31901-133 Cunha Paulista / MA",Barros da Serra,TO,1954-07-05,1373.07,Móveis,Transferência,Entregue,2025-04-29 04:18:09
3703,Melissa Barbosa,camaramaria@example.com,11 6164 4189,"Chácara Carlos Eduardo Cunha, 97
Boa União 1ª Seção
08918500 Costa da Serra / SE",Silveira,RS,1971-02-19,669.22,Móveis,Transferência,Entregue,2025-03-18 17:06:52
3704,Caleb da Paz,davi-lucca17@example.com,(051) 9713 5932,"Esplanada Leão, 43
Ouro Preto
94972-439 Camargo / CE",da Mata das Pedras,RR,1954-11-08,1703.81,Eletrônicos,Boleto,Entregue,2025-05-14 23:50:48
3705,Guilherme Cavalcante,salesnicolas@example.net,+55 (061) 1262 0115,"Rua Oliveira, 197
Parque São Pedro
61262-638 Andrade / MT",Teixeira da Mata,PB,2004-03-24,1896.96,Alimentos,Transferência,Cancelado,2024-10-29 06:42:22
3706,Liz Sampaio,gael-henriqueda-rosa@example.net,+55 (071) 7573-3153,"Setor Davi da Luz, 2
Vila Primeiro De Maio
08150114 Almeida / AP",Rodrigues das Flores,AL,2004-06-01,1775.47,Eletrônicos,Cartão de Crédito,Em Processamento,2025-03-18 05:20:06
3707,Isaac Garcia,martinsrebeca@example.org,61 9705-5306,"Chácara Monteiro, 19
Funcionários
81923-444 Oliveira / PA",Lima,PR,1955-10-20,1491.18,Alimentos,Boleto,Concluído,2025-05-21 15:33:17
3708,Gael Henrique Ramos,anna-liz92@example.org,(031) 1292 5387,"Feira Andrade, 7
Jardim Alvorada
53021-568 Farias dos Dourados / SE",Pastor,AC,1954-05-22,591.06,Eletrônicos,Boleto,Cancelado,2025-02-08 21:52:18
3709,Cauã Fogaça,qsampaio@example.org,(051) 5533-4489,"Rodovia de Cavalcante, 23
Vila Aeroporto
67718405 Abreu / MG",Camargo,TO,1987-07-20,599.15,Eletrônicos,Transferência,Entregue,2025-02-14 05:50:48
3710,Alana Costa,ana-lizfogaca@example.net,(031) 4091-6982,"Residencial Sarah da Mota
Vila Santa Monica 1ª Seção
27342-909 da Luz de da Conceição / ES",Pimenta,GO,1984-05-18,1928.55,Eletrônicos,Boleto,Entregue,2025-03-21 23:04:37
3711,Sr. Yago Albuquerque,souzamiguel@example.org,(031) 1228 1900,"Vila de Brito, 47
Maravilha
15363944 Macedo / TO",Marques,SC,1952-04-23,70.05,Livros,Cartão de Crédito,Entregue,2024-11-25 01:55:06
3712,Lunna Barbosa,vpinto@example.com,+55 31 1655 3632,"Pátio de Casa Grande, 63
Bandeirantes
19972601 Souza / MA",Moreira,MG,1972-04-07,1446.3,Eletrônicos,Boleto,Entregue,2024-11-18 16:25:34
3713,Alexandre Moraes,rpacheco@example.org,+55 61 3848 9614,"Sítio de Rocha, 105
Eymard
77794-091 Fonseca / AL",Costela da Praia,PB,1987-09-25,1427.18,Vestuário,Boleto,Concluído,2024-12-28 14:38:08
3714,Benício Rodrigues,laura95@example.org,(041) 7203 1342,"Campo Beatriz Moreira, 19
Jatobá
51561280 da Paz Grande / AL",Marques,ES,1989-05-19,1264.24,Vestuário,Cartão de Crédito,Entregue,2024-07-10 09:02:38
3715,Srta. Laura Lopes,bguerra@example.org,+55 11 6595 0224,"Lago Silva, 87
Vila Betânia
10260-602 Moura do Amparo / AC",Sousa,AM,1964-08-01,1980.71,Vestuário,Cartão de Crédito,Concluído,2024-09-27 01:59:43
3716,Aylla Jesus,heloisalima@example.net,+55 51 9419 5484,"Quadra Cirino, 90
Belvedere
88686097 Campos / MA",Caldeira Grande,SE,1975-06-19,658.16,Móveis,Boleto,Entregue,2025-03-04 08:01:10
3717,Benício Mendes,maria-eduarda59@example.net,51 8701 3994,"Estação de Gomes, 526
Castelo
71973144 Carvalho de Viana / TO",Gonçalves da Serra,SC,1952-08-21,712.95,Eletrônicos,PIX,Cancelado,2024-10-30 08:49:08
3718,Juan Nogueira,teixeirastella@example.com,+55 31 2817 9420,"Trevo da Luz, 209
Heliopolis
33531-619 da Mata da Mata / DF",Pimenta,MS,1989-04-18,203.93,Vestuário,Boleto,Concluído,2024-12-10 03:45:42
3719,Luiz Otávio Rezende,leonardo97@example.org,(071) 2051-8689,"Lagoa de Correia, 578
Belmonte
28979-440 Fonseca / PR",Castro do Sul,PI,1973-03-26,913.46,Móveis,Cartão de Crédito,Concluído,2024-11-06 10:23:20
3720,Dr. Matteo das Neves,laragao@example.com,+55 (081) 1549 5254,"Lago Rodrigo da Mata, 7
Vila Dos Anjos
55039112 Freitas dos Dourados / MS",da Luz da Serra,RR,1996-03-06,559.04,Vestuário,Cartão de Crédito,Cancelado,2024-08-12 13:45:22
3721,Erick Almeida,sousamariana@example.net,31 4430-4051,"Rua Bárbara Rocha, 7
Barroca
35266-765 da Mota / AL",Pereira,MT,1954-03-25,719.6,Alimentos,Cartão de Crédito,Entregue,2025-05-29 17:52:52
3722,Luísa Mendonça,vieirajose-miguel@example.org,+55 41 8825-8238,"Passarela de Peixoto, 39
Túnel De Ibirité
07930-269 Camargo de Silva / CE",Silveira,RN,1990-09-11,1677.41,Livros,PIX,Entregue,2025-03-11 04:59:25
3723,Beatriz Nascimento,gcarvalho@example.net,41 7160 0347,"Avenida Porto, 16
Santo Antônio
70393737 Guerra / PR",Nunes de Moreira,CE,1988-07-27,1874.19,Eletrônicos,Cartão de Crédito,Em Processamento,2025-05-28 14:52:39
3724,Manuela Guerra,antonellamoura@example.com,71 5297-6724,"Núcleo Rezende, 16
Vila Mangueiras
14985416 da Rosa Alegre / PR",Ferreira,AM,1973-10-28,412.18,Livros,Transferência,Em Processamento,2025-06-14 04:41:08
3725,Ana Câmara,icunha@example.com,11 9226 9569,"Loteamento Hadassa Cavalcante, 8
Etelvina Carneiro
85751-969 Farias / AP",Sampaio,RS,1985-10-22,776.39,Livros,Transferência,Concluído,2024-12-16 10:40:35
3726,Guilherme da Rocha,hnunes@example.com,(071) 5062 1187,"Viela Brenda Farias, 80
Serra Verde
70597719 Moreira de Pereira / TO",Costela das Pedras,SP,2006-06-17,1860.83,Alimentos,PIX,Em Processamento,2025-05-10 12:37:40
